File Name,Index Type,Threads,Blocks,I/O Time (s),Build Time (s),CPU Time (s),Elapsed Time (s)
index_build_minmax_threads_8_blocks_1000_0.log,minmax,8,1000,10.985026000000001,13.1899,2.2048739999999984,15.7755
index_build_minmax_threads_8_blocks_1000_1.log,minmax,8,1000,10.824171000000002,12.6216,1.7974289999999993,15.2404
index_build_minmax_threads_8_blocks_1000_2.log,minmax,8,1000,10.765032999999999,12.9086,2.143567000000001,15.5227
index_build_minmax_threads_8_blocks_1000_3.log,minmax,8,1000,11.076313999999998,13.242,2.1656860000000027,15.8466
index_build_minmax_threads_8_blocks_1000_4.log,minmax,8,1000,10.783243,12.9389,2.1556569999999997,15.5161
index_build_minmax_threads_8_blocks_10000_0.log,minmax,8,10000,5.013466,6.02052,1.0070540000000001,8.66839
index_build_minmax_threads_8_blocks_10000_1.log,minmax,8,10000,4.903424,5.92237,1.0189459999999997,8.54045
index_build_minmax_threads_8_blocks_10000_2.log,minmax,8,10000,4.985274,6.02892,1.0436459999999999,8.68554
index_build_minmax_threads_8_blocks_10000_3.log,minmax,8,10000,4.921685999999999,5.98447,1.0627840000000006,8.63754
index_build_minmax_threads_8_blocks_10000_4.log,minmax,8,10000,4.994652,6.02431,1.0296579999999995,8.68611
index_build_minmax_threads_16_blocks_1_0.log,minmax,16,1,6834.999194000021,6935.44,100.44080599997869,6938.08
index_build_minmax_threads_16_blocks_1_1.log,minmax,16,1,6883.477820999998,6967.02,83.54217900000276,6969.7
index_build_minmax_threads_16_blocks_1_2.log,minmax,16,1,2682.128720999998,,,
index_build_minmax_threads_16_blocks_10_0.log,minmax,16,10,714.1349339999992,840.607,126.47206600000072,843.23
index_build_minmax_threads_16_blocks_10_1.log,minmax,16,10,707.9208150000004,827.58,119.65918499999964,830.182
index_build_minmax_threads_16_blocks_10_2.log,minmax,16,10,728.0816960000006,811.569,83.48730399999931,814.23
index_build_minmax_threads_16_blocks_10_3.log,minmax,16,10,730.8844499999994,851.527,120.6425500000006,854.189
index_build_minmax_threads_16_blocks_10_4.log,minmax,16,10,716.9831100000018,843.212,126.22888999999816,845.862
index_build_minmax_threads_16_blocks_100_0.log,minmax,16,100,77.91655000000003,79.4263,1.5097499999999684,82.0501
index_build_minmax_threads_16_blocks_100_1.log,minmax,16,100,78.45319900000004,79.9617,1.5085009999999528,82.5936
index_build_minmax_threads_16_blocks_100_2.log,minmax,16,100,79.29638299999993,80.9317,1.6353170000000716,83.5628
index_build_minmax_threads_16_blocks_100_3.log,minmax,16,100,78.66456899999999,80.3054,1.64083100000002,82.9147
index_build_minmax_threads_16_blocks_100_4.log,minmax,16,100,78.02944299999999,79.5501,1.5206570000000141,82.1575
index_build_minmax_threads_16_blocks_1000_0.log,minmax,16,1000,15.114818999999997,16.2565,1.141681000000002,18.879
index_build_minmax_threads_16_blocks_1000_1.log,minmax,16,1000,15.521990999999998,16.8279,1.3059090000000015,19.4614
index_build_minmax_threads_16_blocks_1000_2.log,minmax,16,1000,15.188654,16.5162,1.3275460000000017,19.1676
index_build_minmax_threads_16_blocks_1000_3.log,minmax,16,1000,15.545388,16.8956,1.3502120000000009,19.5061
index_build_minmax_threads_16_blocks_1000_4.log,minmax,16,1000,15.201907,16.61,1.4080929999999992,19.2521
index_build_minmax_threads_16_blocks_10000_0.log,minmax,16,10000,11.255755,11.9927,0.7369449999999986,14.6865
index_build_minmax_threads_16_blocks_10000_1.log,minmax,16,10000,11.121141999999999,11.875,0.753858000000001,14.5487
index_build_minmax_threads_16_blocks_10000_2.log,minmax,16,10000,10.862093999999999,11.6172,0.7551060000000014,14.2712
index_build_minmax_threads_16_blocks_10000_3.log,minmax,16,10000,11.54042,12.4445,0.9040800000000004,15.1281
index_build_minmax_threads_16_blocks_10000_4.log,minmax,16,10000,10.512370999999998,11.257,0.7446290000000015,13.9164
index_build_minmax_threads_32_blocks_1_0.log,minmax,32,1,6903.68458899999,6971.4,67.71541100000923,6974.12
index_build_minmax_threads_32_blocks_1_1.log,minmax,32,1,6947.545418000088,7014.99,67.44458199991186,7017.71
index_build_minmax_threads_32_blocks_1_2.log,minmax,32,1,6807.432730999916,6879.24,71.80726900008358,6881.89
index_build_minmax_threads_32_blocks_1_3.log,minmax,32,1,6898.968509000029,6967.39,68.42149099997096,6970.1
index_build_minmax_threads_32_blocks_1_4.log,minmax,32,1,6792.630626000046,6858.06,65.4293739999548,6860.75
index_build_minmax_threads_32_blocks_10_0.log,minmax,32,10,710.3053450000026,752.393,42.087654999997426,755.082
index_build_minmax_threads_32_blocks_10_1.log,minmax,32,10,712.9344089999989,740.866,27.93159100000105,743.533
index_build_minmax_threads_32_blocks_10_2.log,minmax,32,10,734.1342249999998,768.355,34.22077500000023,771.14
index_build_minmax_threads_32_blocks_10_3.log,minmax,32,10,714.0073529999987,743.799,29.791647000001262,746.472
index_build_minmax_threads_32_blocks_10_4.log,minmax,32,10,725.8339019999983,753.462,27.628098000001728,756.164
index_build_minmax_threads_32_blocks_100_0.log,minmax,32,100,79.58946700000004,80.7159,1.1264329999999632,83.3715
index_build_minmax_threads_32_blocks_100_1.log,minmax,32,100,81.61536499999995,82.865,1.2496350000000405,85.5623
index_build_minmax_threads_32_blocks_100_2.log,minmax,32,100,79.10935999999995,80.2926,1.1832400000000405,82.9608
index_build_minmax_threads_32_blocks_100_3.log,minmax,32,100,78.93722800000003,80.0755,1.1382719999999722,82.7558
index_build_minmax_threads_32_blocks_100_4.log,minmax,32,100,80.75917699999997,81.9622,1.2030230000000302,84.6748
index_build_minmax_threads_32_blocks_1000_0.log,minmax,32,1000,16.893687999999997,17.9243,1.0306120000000014,20.6126
index_build_minmax_threads_32_blocks_1000_1.log,minmax,32,1000,15.722870000000004,16.6071,0.8842299999999952,19.2728
index_build_minmax_threads_32_blocks_1000_2.log,minmax,32,1000,16.482701000000002,17.547,1.0642989999999983,20.2232
index_build_minmax_threads_32_blocks_1000_3.log,minmax,32,1000,16.226733,17.1233,0.896567000000001,19.8451
index_build_minmax_threads_32_blocks_1000_4.log,minmax,32,1000,16.123295,16.9867,0.8634050000000002,19.6599
index_build_minmax_threads_32_blocks_10000_0.log,minmax,32,10000,11.838740000000001,12.5806,0.7418599999999991,15.3563
index_build_minmax_threads_32_blocks_10000_1.log,minmax,32,10000,11.86007,12.6542,0.7941299999999991,15.3953
index_build_minmax_threads_32_blocks_10000_2.log,minmax,32,10000,11.814850000000002,12.513,0.6981499999999983,15.2714
index_build_minmax_threads_32_blocks_10000_3.log,minmax,32,10000,11.43404,12.243,0.8089600000000008,14.9747
index_build_minmax_threads_32_blocks_10000_4.log,minmax,32,10000,11.556607,12.3744,0.817793,15.095
